Rank,Time,Name,Country,Date of Birth,Place,City,Date,Gender,Event
55,65:39,Zeineba Yimer,ETH,17.06.98,4,Gdynia,17.10.2020,Women,Half-marathon
55,65:39,Sheila Chepkirui,KEN,27.12.90,2c1,Valencia,06.12.2020,Women,Half-marathon
55,65:39,Catherine Relin,KEN,10.05.02,3,Barcelona,19.02.2023,Women,Half-marathon
59,65:40,Paula Radcliffe,GBR,17.12.73,1,Newcastle-South Shields,21.09.2003,Women,Half-marathon
60,65:41,Ababel Yeshaneh,ETH,22.07.91,5,Gdynia,17.10.2020,Women,Half-marathon
60,65:41,Hawi Feysa,ETH,01.02.99,2,København,19.09.2021,Women,Half-marathon
60,65:41,Konstanze Klosterhalfen,GER,18.02.97,1,Valencia,23.10.2022,Women,Half-marathon
63,65:42,Ruth Chepngetich,KEN,08.08.94,1,Chicago,08.10.2023,Women,Half-marathon
64,65:43,Eilish McColgan,GBR,25.11.90,1,Berlin,02.04.2023,Women,Half-marathon
65,65:44,Susan Chepkemei,KEN,25.06.75,1,Lisboa,01.04.2001,Women,Half-marathon
65,65:44,Caroline Kipkurui,KAZ,26.05.94,1,Praha,06.04.2019,Women,Half-marathon
65,65:44,Brenda Jepleting,KEN,97,4,Valencia,24.10.2021,Women,Half-marathon
68,65:45,Priscah Jeptoo,KEN,26.06.84,1,Newcastle-South Shields,15.09.2013,Women,Half-marathon
68,65:45,Senbere Teferi,ETH,03.05.95,1,Ra's Al Khaymah,08.02.2019,Women,Half-marathon
68,65:45,Netsanet Gudeta,ETH,12.02.91,2,Ra's Al Khaymah,08.02.2019,Women,Half-marathon
68,65:45,Sifan Hassan,NED,01.01.93,1,Berlin,07.04.2019,Women,Half-marathon
72,65:46,Ababel Yeshaneh,ETH,22.07.91,2,København,16.09.2018,Women,Half-marathon
72,65:46,Zeineba Yimer,ETH,17.06.98,3,Ra's Al Khaymah,08.02.2019,Women,Half-marathon
72,65:46,Bosena Mulate,ETH,21.11.01,5,Ra's Al Khaymah,19.02.2022,Women,Half-marathon
72,65:46,Gladys Chepkurui,KEN,17.08.94,4,Barcelona,19.02.2023,Women,Half-marathon
72,65:46,Genzebe Dibaba,ETH,08.02.91,5,Barcelona,19.02.2023,Women,Half-marathon
77,65:47,Kalkidan Gezahegne,BRN,08.05.91,2,Manama,12.12.2021,Women,Half-marathon
78,65:48,Sifan Hassan,NED,01.01.93,1,Chicago,08.10.2023,Women,Half-marathon
79,65:50,Mary Keitany,KEN,18.01.82,1,Ra's Al Khaymah,18.02.2011,Women,Half-marathon
79,65:50,Brigid Kosgei,KEN,20.02.94,1,Houston,20.01.2019,Women,Half-marathon
79,65:50,Joyce Chepkemoi,KEN,03.05.95,2,Berlin,03.04.2022,Women,Half-marathon
79,65:50,Margaret Kipkemboi,KEN,09.02.93,2,Lisboa,12.03.2023,Women,Half-marathon
83,65:51,Violah Jepchumba,KEN,23.10.90,1,Praha,02.04.2016,Women,Half-marathon
83,65:51,Senbere Teferi,ETH,03.05.95,3c1,Valencia,06.12.2020,Women,Half-marathon
83,65:51,Gotytom Gebreslase,ETH,15.01.95,2,Ra's Al Khaymah,18.02.2023,Women,Half-marathon
86,65:53,Sifan Hassan,NED,01.01.93,2,Valencia,27.10.2019,Women,Half-marathon
86,65:53,Irene Cheptai,KEN,04.02.92,1,København,17.09.2023,Women,Half-marathon
88,65:57,Birhane Dibaba,ETH,11.09.93,1,København,15.09.2019,Women,Half-marathon
89,65:58,Joyciline Jepkosgei,KEN,08.12.93,6,Gdynia,17.10.2020,Women,Half-marathon
90,65:59,Mary Keitany,KEN,18.01.82,1,Newcastle-South Shields,10.09.2017,Women,Half-marathon
91,66:00,Tsehay Gemechu,ETH,12.12.98,1,New Dehli,20.10.2019,Women,Half-marathon
91,66:00,Bosena Mulate,ETH,21.11.01,5,Valencia,24.10.2021,Women,Half-marathon
91,66:00,Hawi Feysa,ETH,01.02.99,3,Valencia,23.10.2022,Women,Half-marathon
91,66:00,Irene Kimais,KEN,10.10.98,1,Praha,01.04.2023,Women,Half-marathon
95,66:01,Roza Dereje,ETH,09.05.97,1,Barcelona,10.02.2019,Women,Half-marathon
95,66:01,Yalemzerf Yehualaw,ETH,03.08.99,2,New Dehli,20.10.2019,Women,Half-marathon
95,66:01,Eveline Chirchir,KEN,10.05.98,4,Ra's Al Khaymah,21.02.2020,Women,Half-marathon
95,66:01,Brigid Kosgei,KEN,20.02.94,5,Istanbul,04.04.2021,Women,Half-marathon
95,66:01,Sheila Chepkirui,KEN,27.12.90,1,Paris,05.03.2023,Women,Half-marathon
100,66:02,Mary Keitany,KEN,18.01.82,1,Ra's Al Khaymah,13.02.2015,Women,Half-marathon
101,66:03,Irene Kimais,KEN,10.10.98,1,Roma-Ostia Lido,06.03.2022,Women,Half-marathon
102,66:04,Cynthia Limo,KEN,18.12.89,1,Ra's Al Khaymah,12.02.2016,Women,Half-marathon
102,66:04,Bezabeh Fitaw,ETH,03.08.97,3,Ra's Al Khaymah,18.02.2023,Women,Half-marathon
104,66:06,Ruth Chepngetich,KEN,08.08.94,1,Gifu,28.04.2019,Women,Half-marathon
104,66:06,Tsehay Gemechu,ETH,12.12.98,1,Lisboa,21.11.2021,Women,Half-marathon
106,66:07,Gladys Cherono,KEN,12.05.83,2,Ra's Al Khaymah,12.02.2016,Women,Half-marathon
106,66:07,Degitu Azimeraw,ETH,24.01.99,4,Ra's Al Khaymah,08.02.2019,Women,Half-marathon
106,66:07,Vivian Kiplagat,KEN,09.11.91,3,København,19.09.2021,Women,Half-marathon
109,66:08,Joyciline Jepkosgei,KEN,08.12.93,3,Ra's Al Khaymah,10.02.2017,Women,Half-marathon
110,66:09,Lucy Kabuu,KEN,24.03.84,1,Ra's Al Khaymah,15.02.2013,Women,Half-marathon
110,66:09,Meseret Defar,ETH,19.11.83,2,Newcastle-South Shields,15.09.2013,Women,Half-marathon
110,66:09,Caroline Kipkirui,KEN,26.05.94,2,Praha,07.04.2018,Women,Half-marathon
110,66:09,Ruth Chepngetich,KEN,08.08.94,2,Zallaq,15.03.2019,Women,Half-marathon
110,66:09,Lonah Chemtai Salpeter,ISR,12.12.88,2,Praha,06.04.2019,Women,Half-marathon
110,66:09,Joan Melly Chelimo,KEN,10.11.90,3,Valencia,27.10.2019,Women,Half-marathon
116,66:11,Priscah Jeptoo,KEN,26.06.84,2,Ra's Al Khaymah,15.02.2013,Women,Half-marathon
116,66:11,Eunice Chumba,BRN,23.05.93,1,København,17.09.2017,Women,Half-marathon
116,66:11,Netsanet Gudeta,ETH,12.02.91,1,Valencia,24.03.2018,Women,Half-marathon
116,66:11,Gelete Burka,ETH,23.01.86,1,Valencia,28.10.2018,Women,Half-marathon
120,66:12,Gotytom Gebreslase,ETH,15.01.95,4,Valencia,22.10.2023,Women,Half-marathon
121,66:13,Alia Mohamed Saeed,UAE,18.05.91,2,Valencia,28.10.2018,Women,Half-marathon
121,66:13,Tadu Teshome,ETH,09.06.01,1,København,18.09.2022,Women,Half-marathon
121,66:13,Tsigie Gebreselama,ETH,30.09.00,2,Berlin,02.04.2023,Women,Half-marathon
124,66:14,Worknesh Degefa,ETH,28.10.90,2,Praha,02.04.2016,Women,Half-marathon
124,66:14,Valary Aiyabei,KEN,08.06.91,5,Ra's Al Khaymah,08.02.2019,Women,Half-marathon
126,66:15,Joan Melly Chelimo,KEN,10.11.90,3,København,16.09.2018,Women,Half-marathon
126,66:15,Daisy Cherotich,KEN,30.06.97,2,Lisboa,21.11.2021,Women,Half-marathon
128,66:16,Joan Melly Chelimo,KEN,10.11.90,5,Ra's Al Khaymah,21.02.2020,Women,Half-marathon
129,66:17,Tesfaye Nigsti,ETH,08.07.99,6,Valencia,24.10.2021,Women,Half-marathon
130,66:18,Joyce Chepkirui,KEN,20.08.88,1,Praha,05.04.2014,Women,Half-marathon
130,66:18,Edith Chelimo,KEN,16.07.86,3,Valencia,28.10.2018,Women,Half-marathon
132,66:19,Ruth Chepngetich,KEN,08.08.94,1,Istanbul,30.04.2017,Women,Half-marathon
132,66:19,Joyce Chepkemoi,KEN,03.05.95,3,Lisboa,21.11.2021,Women,Half-marathon
134,66:20,Yasemin Can,TUR,11.12.96,7,Gdynia,17.10.2020,Women,Half-marathon
134,66:20,Tigist Assefa,ETH,28.03.94,1,Berlin,24.09.2023,Women,Half-marathon
134,66:20,Tigist Gezahagn,ETH,12.03.00,5,Valencia,22.10.2023,Women,Half-marathon
137,66:21,Zeineba Yimer,ETH,17.06.98,4,København,16.09.2018,Women,Half-marathon
137,66:21,Dorcas Tuitoek,KEN,31.01.98,1,Roma-Ostia Lido,05.03.2023,Women,Half-marathon
139,66:22,Ababel Yeshaneh,ETH,22.07.91,1,Istanbul,08.04.2018,Women,Half-marathon
139,66:22,Eveline Chirchir,KEN,10.05.98,2,København,15.09.2019,Women,Half-marathon
141,66:25,Lornah Kiplagat,NED,01.05.74,1,Udine,14.10.2007,Women,Half-marathon
141,66:25,Joan Melly Chelimo,KEN,10.11.90,2,København,17.09.2017,Women,Half-marathon
141,66:25,Melat Kejeta,GER,27.09.92,6,Valencia,22.10.2023,Women,Half-marathon
144,66:26,Genet Yalew,ETH,31.12.92,3,Ra's Al Khaymah,12.02.2016,Women,Half-marathon
144,66:26,Eilish McColgan,GBR,25.11.90,6,Ra's Al Khaymah,19.02.2022,Women,Half-marathon
146,66:27,Rita Sitienei Jeptoo,KEN,15.02.81,3,Ra's Al Khaymah,15.02.2013,Women,Half-marathon
146,66:27,Mamitu Daska,ETH,16.10.83,2,Ra's Al Khaymah,13.02.2015,Women,Half-marathon
146,66:27,Yalemget Yaregal,ETH,23.10.03,3,Berlin,02.04.2023,Women,Half-marathon
149,66:28,Girmawit Gebrzihair,ETH,21.11.01,3,Lisboa,12.03.2023,Women,Half-marathon
150,66:29,Mary Wacera Ngugi,KEN,17.12.88,1,Houston,17.01.2016,Women,Half-marathon
151,66:30,Purity Komen,KEN,01.05.98,1,Istanbul,30.04.2023,Women,Half-marathon
152,66:31,Pauline Korikwiang,KEN,01.03.88,4,Valencia,28.10.2018,Women,Half-marathon
152,66:31,Tiruye Mesfin,ETH,01.01.02,4,Lisboa,12.03.2023,Women,Half-marathon
154,66:33,Dorcas Tuitoek,KEN,31.01.98,2,Istanbul,07.04.2019,Women,Half-marathon
154,66:33,Daisy Cherotich,KEN,30.06.97,7,Ra's Al Khaymah,19.02.2022,Women,Half-marathon
156,66:34,Lornah Kiplagat,KEN,20.03.74,2,Lisboa,01.04.2001,Women,Half-marathon
156,66:34,Vivian Cheruiyot,KEN,11.09.83,1,Lisboa,17.03.2019,Women,Half-marathon
156,66:34,Irene Kimais,KEN,10.10.98,3,Berlin,03.04.2022,Women,Half-marathon
156,66:34,Brigid Kosgei,KEN,20.02.94,4,Ra's Al Khaymah,18.02.2023,Women,Half-marathon
160,66:35,Brigid Kosgei,KEN,20.02.94,3,København,17.09.2017,Women,Half-marathon
160,66:35,Yalemzerf Yehualaw,ETH,03.08.99,6,Ra's Al Khaymah,21.02.2020,Women,Half-marathon
160,66:35,Joyce Chepkemoi,KEN,03.05.95,1,Roma-Ostia Lido,17.10.2021,Women,Half-marathon
160,66:35,Helen Obiri,KEN,13.12.89,2,Istanbul,27.03.2022,Women,Half-marathon
160,66:35,Tsigie Gebreselama,ETH,30.09.00,2,København,18.09.2022,Women,Half-marathon
165,66:36,Mary Keitany,KEN,18.01.82,1,Birmingham,11.10.2009,Women,Half-marathon
165,66:36,Dorcas Tuitoek,KEN,31.01.98,3,København,15.09.2019,Women,Half-marathon
167,66:37,Ashete Bekere,ETH,17.04.88,1,Barcelona,16.02.2020,Women,Half-marathon
167,66:37,Magdalena Shauri,TAN,25.02.96,7,Ra's Al Khaymah,21.02.2020,Women,Half-marathon
167,66:37,Betty Kibet,KEN,03.04.00,2,Roma-Ostia Lido,17.10.2021,Women,Half-marathon
170,66:38,Florence Kiplagat,KEN,27.02.87,1,Roma-Ostia Lido,26.02.2012,Women,Half-marathon
170,66:38,Mary Keitany,KEN,18.01.82,1,Olomouc,20.06.2015,Women,Half-marathon
170,66:38,Hitomi Niiya,JPN,26.02.88,1,Houston,19.01.2020,Women,Half-marathon
170,66:38,Vivian Kiplagat,KEN,09.11.91,8,Ra's Al Khaymah,21.02.2020,Women,Half-marathon
170,66:38,Agnes Ngolo,KEN,24.10.95,4,Valencia,23.10.2022,Women,Half-marathon
175,66:39,Peres Jepchirchir,KEN,27.09.93,4,Ra's Al Khaymah,12.02.2016,Women,Half-marathon
175,66:39,Ruti Aga,ETH,16.01.94,1,Houston,14.01.2018,Women,Half-marathon
175,66:39,Keira D'Amato,USA,21.10.84,1,Gold Coast,01.07.2023,Women,Half-marathon
178,66:40,Ingrid Kristiansen,NOR,21.03.56,1,Sandnes,05.04.1987,Women,Half-marathon
178,66:40,Lonah Chemtai Salpeter,ISR,12.12.88,1,Roma-Ostia Lido,10.03.2019,Women,Half-marathon
178,66:40,Winfridah Moseti,KEN,12.11.96,2,København,17.09.2023,Women,Half-marathon
181,66:41,Cynthia Limo,KEN,18.12.89,2,Houston,17.01.2016,Women,Half-marathon
181,66:41,Tigist Gezahagn,ETH,12.03.00,1,Granollers,05.02.2023,Women,Half-marathon
183,66:42,Tiruye Mesfin,ETH,01.01.02,3,København,18.09.2022,Women,Half-marathon
183,66:42,Irene Cheptai,KEN,04.02.92,1,New Delhi,16.10.2022,Women,Half-marathon
183,66:42,Janeth Chepngetich,KEN,23.07.98,2,Praha,01.04.2023,Women,Half-marathon
186,66:43,Masako Chiba,JPN,18.07.76,1,Tokyo,19.01.1997,Women,Half-marathon
186,66:43,Jemima Sumgong Jelagat,KEN,21.12.84,4,Ra's Al Khaymah,10.02.2017,Women,Half-marathon
186,66:43,Kebede Megertu,ETH,12.10.97,4,København,15.09.2019,Women,Half-marathon
189,66:44,Elana Meyer,RSA,10.10.66,1,Tokyo,15.01.1999,Women,Half-marathon
189,66:44,Tsehay Gemechu,ETH,12.12.98,1,Lisboa,08.05.2022,Women,Half-marathon
191,66:45,Dibabe Kuma,ETH,14.09.96,2,Barcelona,10.02.2019,Women,Half-marathon
191,66:45,Helen Tola,ETH,21.11.94,3,Istanbul,07.04.2019,Women,Half-marathon
193,66:46,Eunice Chumba,BRN,23.05.93,2,Istanbul,30.04.2017,Women,Half-marathon
193,66:46,Joyciline Jepkosgei,KEN,08.12.93,5,Ra's Al Khaymah,08.02.2018,Women,Half-marathon
193,66:46,Netsanet Gudeta,ETH,12.02.91,8,Gdynia,17.10.2020,Women,Half-marathon
193,66:46,Brigid Kosgei,KEN,20.02.94,2,Lisboa,08.05.2022,Women,Half-marathon
193,66:46,Betelihen Afenigus,ETH,29.04.01,2,Paris,05.03.2023,Women,Half-marathon
193,66:46,Marion Kibor,KEN,27.09.94,3,Paris,05.03.2023,Women,Half-marathon
199,66:47,Paula Radcliffe,GBR,17.12.73,1,Bristol,07.10.2001,Women,Half-marathon
199,66:47,Gladys Cherono,KEN,12.05.83,1,Istanbul,26.04.2015,Women,Half-marathon
199,66:47,Degitu Azimeraw,ETH,24.01.99,6,Ra's Al Khaymah,08.02.2018,Women,Half-marathon
199,66:47,Violah Lagat,KEN,13.03.89,1,Napoli,23.02.2020,Women,Half-marathon
199,66:47,Hiwot Gebrekidan,ETH,11.05.95,6,Istanbul,04.04.2021,Women,Half-marathon
199,66:47,Irene Kimais,KEN,10.10.98,1,Jeddah,10.12.2022,Women,Half-marathon
205,66:48,Mary Keitany,KEN,18.01.82,2,Udine,14.10.2007,Women,Half-marathon
205,66:48,Caroline Kipkirui,KEN,26.05.94,2,Houston,14.01.2018,Women,Half-marathon
205,66:48,Fancy Chemutai,KEN,20.03.95,2,Houston,20.01.2019,Women,Half-marathon
205,66:48,Viola Chepngeno,KEN,19.09.98,4,Berlin,03.04.2022,Women,Half-marathon
205,66:48,Beatrice Cheserek,KEN,01.11.98,1,Cardiff,02.10.2022,Women,Half-marathon
210,66:49,Esther Wanjiru,KEN,27.03.77,2,Tokyo,15.01.1999,Women,Half-marathon
210,66:49,Mary Keitany,KEN,18.01.82,1,Ra's Al Khaymah,17.02.2012,Women,Half-marathon
210,66:49,Sofia Assefa,ETH,14.11.87,1,Lausanne,25.04.2015,Women,Half-marathon
210,66:49,Brigid Kosgei,KEN,20.02.94,7,Ra's Al Khaymah,08.02.2018,Women,Half-marathon
210,66:49,Tsehay Gemechu,ETH,12.12.98,1,New Dehli,21.10.2018,Women,Half-marathon
210,66:49,Netsanet Gudeta,ETH,12.02.91,3,Zallaq,15.03.2019,Women,Half-marathon
216,66:50,Tirunesh Dibaba,ETH,01.10.85,5,Ra's Al Khaymah,10.02.2017,Women,Half-marathon
216,66:50,Mary Wacera Ngugi,KEN,17.12.88,3,Houston,14.01.2018,Women,Half-marathon
216,66:50,Buze Diriba,ETH,09.02.94,4,Houston,14.01.2018,Women,Half-marathon
216,66:50,Margaret Kipkemboi,KEN,09.02.93,5,Valencia,23.10.2022,Women,Half-marathon
220,66:51,Sheila Chepkirui,KEN,27.12.90,2,Berlin,24.09.2023,Women,Half-marathon
220,66:51,Zeineba Yimer,ETH,17.06.98,3,Berlin,24.09.2023,Women,Half-marathon
222,66:52,Brenda Jepleting,KEN,97,1,Herzogenaurach,12.09.2021,Women,Half-marathon
222,66:52,Magdalena Shauri,TAN,25.02.96,4,København,18.09.2022,Women,Half-marathon
222,66:52,Viola Chepngeno,KEN,19.09.98,2,Cardiff,02.10.2022,Women,Half-marathon
222,66:52,Dera Dida,ETH,26.10.96,4,Berlin,24.09.2023,Women,Half-marathon
222,66:52,Worknesh Edesa,ETH,11.09.92,5,Berlin,24.09.2023,Women,Half-marathon
227,66:53,Caroline Kipkirui,KEN,26.05.94,1,London,23.04.2017,Women,Half-marathon
228,66:54,Mary Keitany,KEN,18.01.82,1,New Delhi,01.11.2009,Women,Half-marathon
228,66:54,Mary Keitany,KEN,18.01.82,2,London,23.04.2017,Women,Half-marathon
228,66:54,Joyciline Jepkosgei,KEN,08.12.93,2,Valencia,24.03.2018,Women,Half-marathon
228,66:54,Peres Jepchirchir,KEN,27.09.93,1,Lisboa,20.10.2019,Women,Half-marathon
228,66:54,Gudeta Bekelech,ETH,11.10.97,7,Istanbul,04.04.2021,Women,Half-marathon
233,66:55,Vivian Kiplagat,KEN,09.11.91,2,Lisboa,20.10.2019,Women,Half-marathon
233,66:55,Senbere Teferi,ETH,03.05.95,6,Berlin,24.09.2023,Women,Half-marathon
235,66:56,Lornah Kiplagat,KEN,20.03.74,1,Den Haag,25.03.2000,Women,Half-marathon
235,66:56,Meseret Hailu Debele,ETH,12.09.90,4,Ra's Al Khaymah,15.02.2013,Women,Half-marathon
235,66:56,Tirunesh Dibaba,ETH,01.10.85,3,Newcastle-South Shields,15.09.2013,Women,Half-marathon
235,66:56,Pauline Kamulu,KEN,16.04.95,3,Valencia,24.03.2018,Women,Half-marathon
235,66:56,Joyciline Jepkosgei,KEN,08.12.93,2,New Dehli,21.10.2018,Women,Half-marathon
235,66:56,Ruti Aga,ETH,16.01.94,3,Houston,20.01.2019,Women,Half-marathon
235,66:56,Brillian Kipkoech,KEN,09.03.95,9,Gdynia,17.10.2020,Women,Half-marathon
235,66:56,Lonah Chemtai Salpeter,ISR,12.12.88,2,Roma-Ostia Lido,05.03.2023,Women,Half-marathon
243,66:57,Kara Goucher,USA,09.07.78,1,Newcastle-South Shields,30.09.2007,Women,Half-marathon
243,66:57,Gladys Chesire,KEN,20.02.93,5,Ra's Al Khaymah,12.02.2016,Women,Half-marathon
243,66:57,Zeineba Yimer,ETH,17.06.98,3,New Dehli,20.10.2019,Women,Half-marathon
243,66:57,Zenebu Fikadu,ETH,14.09.99,1,Lille,20.03.2022,Women,Half-marathon
243,66:57,Ftaw Zeray,ETH,97,1,Gqeberha,04.06.2022,Women,Half-marathon
248,66:58,Jemima Sumgong Jelagat,KEN,21.12.84,6,Ra's Al Khaymah,12.02.2016,Women,Half-marathon
248,66:58,Fancy Chemutai,KEN,20.03.95,3,Praha,01.04.2017,Women,Half-marathon
248,66:58,Vicoty Chepngeno,KEN,12.11.93,3,Istanbul,27.03.2022,Women,Half-marathon
248,66:58,Janeth Chepngetich,KEN,23.07.98,1,Verona,12.02.2023,Women,Half-marathon
252,66:59,Zeineba Yimer,ETH,17.06.98,3,New Dehli,21.10.2018,Women,Half-marathon
252,66:59,Brigid Kosgei,KEN,20.02.94,1,Chicago,13.10.2019,Women,Half-marathon
254,67:00,Roza Dereje,ETH,09.05.97,2,Istanbul,08.04.2018,Women,Half-marathon
254,67:00,Nelly Jepchumba,KEN,02.09.95,4,Paris,05.03.2023,Women,Half-marathon
256,67:01,Gladys Cherono,KEN,12.05.83,1,Roma-Ostia Lido,12.03.2017,Women,Half-marathon
256,67:01,Sheila Chepkirui,KEN,27.12.90,3,Manama,12.12.2021,Women,Half-marathon
258,67:02,Priscah Jeptoo,KEN,26.06.84,1,Ra's Al Khaymah,14.02.2014,Women,Half-marathon
258,67:02,Cynthia Limo,KEN,18.12.89,3,Ra's Al Khaymah,13.02.2015,Women,Half-marathon
258,67:02,Ruth Chepngetich,KEN,08.08.94,5,København,16.09.2018,Women,Half-marathon
258,67:02,Degitu Azimeraw,ETH,24.01.99,9,Ra's Al Khaymah,21.02.2020,Women,Half-marathon
262,67:03,Derartu Tulu,ETH,21.03.72,3,Lisboa,01.04.2001,Women,Half-marathon
262,67:03,Joyce Chepkirui,KEN,20.08.88,1,Praha,31.03.2012,Women,Half-marathon
262,67:03,Bekelech Gudeta,ETH,11.10.97,6,København,16.09.2018,Women,Half-marathon
262,67:03,Jesca Chelangat,KEN,09.01.98,3,København,17.09.2023,Women,Half-marathon
262,67:03,Stacey Ndiwa,KEN,06.12.92,11,Chicago,08.10.2023,Women,Half-marathon
267,67:04,Lucy Kabuu,KEN,24.03.84,1,New Delhi,27.11.2011,Women,Half-marathon
267,67:04,Asnakech Awoke,ETH,01.11.95,2,Barcelona,16.02.2020,Women,Half-marathon
269,67:05,Irene Cheptai,KEN,04.02.92,4,Manama,12.12.2021,Women,Half-marathon
269,67:05,Helen Obiri,KEN,13.12.89,1,Newcastle,11.09.2022,Women,Half-marathon
271,67:06,Lucy Kabuu,KEN,24.03.84,1,Newcastle-South Shields,18.09.2011,Women,Half-marathon
272,67:07,Paula Radcliffe,GBR,17.12.73,1,Newcastle-South Shields,22.10.2000,Women,Half-marathon
272,67:07,Elvan Abeylegesse,TUR,11.09.82,1,Ra's Al Khaymah,19.02.2010,Women,Half-marathon
272,67:07,Diana Kipyokei,KEN,05.05.94,5,Valencia,28.10.2018,Women,Half-marathon
272,67:07,Brenda Jepleting,KEN,97,2,Praha,05.09.2020,Women,Half-marathon
272,67:07,Peres Jepchirchir,KEN,27.09.93,2,Newcastle,11.09.2022,Women,Half-marathon
272,67:07,Magdalene Masai,KEN,04.04.93,3,Roma-Ostia Lido,05.03.2023,Women,Half-marathon
278,67:08,Rita Sitienei Jeptoo,KEN,15.02.81,1,Lisboa,18.03.2007,Women,Half-marathon
278,67:08,Sharon Cherop,KEN,16.03.84,2,New Delhi,27.11.2011,Women,Half-marathon
278,67:08,Worknesh Degefa,ETH,28.10.90,1,Roma-Ostia Lido,13.03.2016,Women,Half-marathon
278,67:08,Purity Komen,KEN,01.05.98,5,Lisboa,12.03.2023,Women,Half-marathon
278,67:08,Aminat Ahmet,ETH,11.02.00,1,Warszawa,26.03.2023,Women,Half-marathon
283,67:09,Peres Jepchirchir,KEN,27.09.93,1,Valencia,23.10.2016,Women,Half-marathon
283,67:09,Magdalena Shauri,TAN,25.02.96,6,Valencia,23.10.2022,Women,Half-marathon
286,67:10,Dorcas Kimeli,KEN,05.07.97,3,Barcelona,16.02.2020,Women,Half-marathon
286,67:10,Rosemary Wanjiru,KEN,09.12.94,10,Gdynia,17.10.2020,Women,Half-marathon
286,67:10,Purity Komen,KEN,01.05.98,2,Lille,20.03.2022,Women,Half-marathon
286,67:10,Almaz Ayana,ETH,21.11.91,3,Newcastle,11.09.2022,Women,Half-marathon
286,67:10,Samantha Harrison,GBR,01.02.95,7,Valencia,22.10.2023,Women,Half-marathon
291,67:11,Elizabeth McColgan,GBR,24.05.64,1,Tokyo,26.01.1992,Women,Half-marathon
291,67:11,Kimberley Smith,NZL,19.11.81,1,Philadelphia,18.09.2011,Women,Half-marathon
291,67:11,Daisy Cherotich,KEN,30.06.97,5,Manama,12.12.2021,Women,Half-marathon
291,67:11,Emily Sisson,USA,12.10.91,1,Indianapolis,07.05.2022,Women,Half-marathon
291,67:11,Gotytom Gebreslase,ETH,15.01.95,3,Lisboa,08.05.2022,Women,Half-marathon
291,67:11,Irene Kimais,KEN,10.10.98,7,Valencia,23.10.2022,Women,Half-marathon
291,67:11,Hiwot Gebrekidan,ETH,11.05.95,7,Berlin,24.09.2023,Women,Half-marathon
291,67:11,Helen Bekele,ETH,21.11.94,8,Berlin,24.09.2023,Women,Half-marathon
299,67:12,Tegla Loroupe,KEN,09.05.73,1,Lisboa,10.03.1996,Women,Half-marathon
299,67:12,Almaz Ayana,ETH,21.11.91,1,New Dehli,19.11.2017,Women,Half-marathon
299,67:12,Brillian Kipkoech,KEN,09.03.95,5,København,15.09.2019,Women,Half-marathon
299,67:12,Sandrafelis Tuei,KEN,20.01.98,1,Madrid,17.10.2021,Women,Half-marathon
303,67:13,Hurssa Mare Dibaba,ETH,20.10.89,2,Ra's Al Khaymah,19.02.2010,Women,Half-marathon
303,67:13,Florence Kiplagat,KEN,27.02.87,5,Ra's Al Khaymah,15.02.2013,Women,Half-marathon
303,67:13,Edith Chelimo,KEN,16.07.86,5,Houston,14.01.2018,Women,Half-marathon
303,67:13,Gladys Cherono,KEN,12.05.83,8,Ra's Al Khaymah,08.02.2018,Women,Half-marathon
303,67:13,Diana Kipyokei,KEN,05.05.94,2,Roma-Ostia Lido,10.03.2019,Women,Half-marathon
308,67:14,Mary Keitany,KEN,18.01.82,1,Abu Dhabi,07.01.2010,Women,Half-marathon
308,67:14,Worknesh Degefa,ETH,28.10.90,1,Praha,28.03.2015,Women,Half-marathon
308,67:14,Dorcas Kimeli,KEN,05.07.97,3,Praha,05.09.2020,Women,Half-marathon
311,67:15,Stacey Ndiwa,KEN,06.12.92,4,New Dehli,21.10.2018,Women,Half-marathon
311,67:15,Sara Hall,USA,15.04.83,2,Houston,16.01.2022,Women,Half-marathon
311,67:15,Pauline Esikon,KEN,24.12.90,1,Santa Pola,23.01.2022,Women,Half-marathon
311,67:15,Eveline Chirchir,KEN,10.05.98,5,Ra's Al Khaymah,18.02.2023,Women,Half-marathon
311,67:15,Bezabeh Fitaw,ETH,03.08.97,3,Praha,01.04.2023,Women,Half-marathon
316,67:16,Edith Masai,KEN,04.04.67,1,Berlin,02.04.2006,Women,Half-marathon
316,67:16,Angela Tanui,KEN,27.07.92,2,Roma-Ostia Lido,13.03.2016,Women,Half-marathon
316,67:16,Mary Keitany,KEN,18.01.82,1,London,22.04.2018,Women,Half-marathon
316,67:16,Edith Chelimo,KEN,16.07.86,4,Praha,05.09.2020,Women,Half-marathon
320,67:17,Paskalia Kipkoech,KEN,22.12.88,1,Rio de Janeiro,19.08.2012,Women,Half-marathon
320,67:17,Peres Jepchirchir,KEN,27.09.93,1,Ústí nad Labem,12.09.2015,Women,Half-marathon
320,67:17,Eunice Chumba,BRN,23.05.93,4,Valencia,24.03.2018,Women,Half-marathon
320,67:17,Samantha Harrison,GBR,01.02.95,4,Berlin,02.04.2023,Women,Half-marathon
324,67:18,Dire Tune,ETH,19.06.85,1,Ra's Al Khaymah,20.02.2009,Women,Half-marathon
324,67:18,Eunice Chumba,BRN,23.05.93,6,Houston,14.01.2018,Women,Half-marathon
